game,hype,team1,team2,shortDate,gameInfo,possessions,eFG,perDrama,conference1,conference2,conference,tournament
6018,5.39915878,Baylor,Texas,"Friday, March 14, 2014",Baylor 86  Texas 69,63,0.474264706,0.0151,Big Twelve,Big Twelve,1,0
6017,5.510906298,Creighton,Xavier,"Friday, March 14, 2014",Creighton 86  Xavier 78,61,0.592105263,0.011,Big East,Big East,1,0
6016,1,Georgia,Mississippi,"Friday, March 14, 2014",Georgia 75  Mississippi 73,71,0.424778761,0.0518,SEC,SEC,1,0
6015,7.166616085,Connecticut,Cincinnati,"Friday, March 14, 2014",Connecticut 58  Cincinnati 56,56,0.46969697,0.042,American,American,1,0
6014,4.423468328,Duke,Clemson,"Friday, March 14, 2014",Duke 63  Clemson 62,56,0.484693878,0.0267,ACC,ACC,1,0
6013,1,Louisiana Lafayette,UT Arlington,"Friday, March 14, 2014",Louisiana Lafayette 91  UT Arlington 85,74,0.556910569,0.0186,Sun Belt,Sun Belt,1,0
6012,3.897335508,George Washington,Massachusetts,"Friday, March 14, 2014",George Washington 85  Massachusetts 77,78,0.532258065,0.0187,A10,A10,1,0
6011,1,Toledo,Eastern Michigan,"Friday, March 14, 2014",Toledo 59  Eastern Michigan 44,54,0.408653846,0.0317,MAC,MAC,1,0
6010,1,Prairie View A&M,Alabama A&M,"Friday, March 14, 2014",Prairie View A&M 55  Alabama A&M 49,62,0.333333333,0.0233,SWAC,SWAC,1,0
6009,1,Weber St.,Northern Colorado,"Friday, March 14, 2014",Weber St. 66  Northern Colorado 63,61,0.53125,0.0326,Big Sky,Big Sky,1,0
6008,1,Michigan St.,Northwestern,"Friday, March 14, 2014",Michigan St. 67  Northwestern 51,58,0.5,0.0056,Big Ten,Big Ten,1,0
6007,1,Sam Houston St.,Texas A&M Corpus Chris,"Friday, March 14, 2014",Sam Houston St. 69  Texas A&M Corpus Chris 63,57,0.5,0.02,Southland,Southland,1,0
6006,2.192664509,North Carolina St.,Syracuse,"Friday, March 14, 2014",North Carolina St. 66  Syracuse 63,61,0.433333333,0.0456,ACC,ACC,1,0
6005,2.854940282,Kentucky,LSU,"Friday, March 14, 2014",Kentucky 85  LSU 67,70,0.5,0.0178,SEC,SEC,1,0
6004,1,Arkansas St.,Arkansas Little Rock,"Friday, March 14, 2014",Arkansas St. 116  Arkansas Little Rock 114,96,0.485119048,0.0746,Sun Belt,Sun Belt,1,0
6003,1,North Carolina Central,Norfolk St.,"Friday, March 14, 2014",North Carolina Central 68  Norfolk St. 45,56,0.461538462,0.0091,MEAC,MEAC,1,0
6002,1,North Dakota,Portland St.,"Friday, March 14, 2014",North Dakota 79  Portland St. 63,69,0.435643564,0.0141,Big Sky,Big Sky,1,0
6001,1,Western Michigan,Akron,"Friday, March 14, 2014",Western Michigan 64  Akron 60,62,0.463963964,0.0386,MAC,MAC,1,0
6000,1,VCU,Richmond,"Friday, March 14, 2014",VCU 71  Richmond 53,66,0.430434783,0.0066,A10,A10,1,0
5999,4.487323944,Wisconsin,Minnesota,"Friday, March 14, 2014",Wisconsin 83  Minnesota 57,65,0.513274336,0.0128,Big Ten,Big Ten,1,0
5997,1,Morgan St.,Coppin St.,"Friday, March 14, 2014",Morgan St. 79  Coppin St. 64,73,0.446969697,0.0079,MEAC,MEAC,1,0
5996,1,Stephen F. Austin,Northwestern St.,"Friday, March 14, 2014",Stephen F. Austin 85  Northwestern St. 78,69,0.526086957,0.0281,Southland,Southland,1,0
5995,1,Cal St. Northridge,Long Beach St.,"Friday, March 14, 2014",Cal St. Northridge 82  Long Beach St. 77,70,0.504347826,0.0413,Big West,Big West,1,0
5994,1,Idaho,Utah Valley,"Friday, March 14, 2014",Idaho 74  Utah Valley 69,64,0.54368932,0.0415,WAC,WAC,1,0
5993,4.064904095,Arizona,Colorado,"Friday, March 14, 2014",Arizona 63  Colorado 43,56,0.43,0.0103,Pac Ten,Pac Ten,1,0
5992,1,Tennessee,South Carolina,"Friday, March 14, 2014",Tennessee 59  South Carolina 44,60,0.392156863,0.0061,SEC,SEC,1,0
5991,1,Tulsa,Middle Tennessee,"Friday, March 14, 2014",Tulsa 76  Middle Tennessee 69,70,0.485294118,0.036,Conference USA,Conference USA,1,0
5990,1,Louisville,Houston,"Friday, March 14, 2014",Louisville 94  Houston 65,71,0.5,0.0027,American,American,1,0
5989,7.144693572,Iowa St.,Kansas,"Friday, March 14, 2014",Iowa St. 94  Kansas 83,75,0.564,0.0296,Big Twelve,Big Twelve,1,0
5988,1,Providence,Seton Hall,"Friday, March 14, 2014",Providence 80  Seton Hall 74,65,0.533018868,0.0225,Big East,Big East,1,0
5987,2.228749293,Saint Joseph's,Dayton,"Friday, March 14, 2014",Saint Joseph's 70  Dayton 67,65,0.522522523,0.0483,A10,A10,1,0
5986,4.813333333,Ohio St.,Nebraska,"Friday, March 14, 2014",Ohio St. 71  Nebraska 67,69,0.452173913,0.0358,Big Ten,Big Ten,1,0
5985,7.165405951,Pittsburgh,North Carolina,"Friday, March 14, 2014",Pittsburgh 80  North Carolina 75,76,0.5,0.0135,ACC,ACC,1,0
5984,1,Texas Southern,Alabama St.,"Friday, March 14, 2014",Texas Southern 73  Alabama St. 61,69,0.495,0.0133,SWAC,SWAC,1,0
5983,2.836190476,Florida,Missouri,"Friday, March 14, 2014",Florida 72  Missouri 49,63,0.484693878,0.0133,SEC,SEC,1,0
5982,3.706898368,Michigan,Illinois,"Friday, March 14, 2014",Michigan 64  Illinois 63,57,0.525,0.0355,Big Ten,Big Ten,1,0
5981,5.941438703,Virginia,Florida St.,"Friday, March 14, 2014",Virginia 64  Florida St. 51,56,0.5,0.0156,ACC,ACC,1,0
5980,1,St. Bonaventure,Saint Louis,"Friday, March 14, 2014",St. Bonaventure 71  Saint Louis 68,64,0.556603774,0.0442,A10,A10,1,0
5979,4.66474359,Stanford,Arizona St.,"Thursday, March 13, 2014",Stanford 79  Arizona St. 58,65,0.54950495,0.0254,Pac Ten,Pac Ten,1,0
5978,1,Louisiana Tech,Charlotte,"Thursday, March 13, 2014",Louisiana Tech 86  Charlotte 65,76,0.5,0.0064,Conference USA,Conference USA,1,0
5977,1,Cincinnati,UCF,"Thursday, March 13, 2014",Cincinnati 61  UCF 58,64,0.455445545,0.0161,American,American,1,0
5976,1,Boise St.,Nevada,"Thursday, March 13, 2014",Boise St. 75  Nevada 62,68,0.427184466,0.0277,Mountain West,Mountain West,1,0
5975,1,Creighton,DePaul,"Thursday, March 13, 2014",Creighton 84  DePaul 62,60,0.583333333,0.003,Big East,Big East,1,0
5974,1,Mississippi,Mississippi St.,"Thursday, March 13, 2014",Mississippi 78  Mississippi St. 66,69,0.509174312,0.0353,SEC,SEC,1,0
5973,1,Eastern Michigan,Buffalo,"Thursday, March 13, 2014",Eastern Michigan 69  Buffalo 64,62,0.465217391,0.0406,MAC,MAC,1,0
5972,6.36538264,UCLA,Oregon,"Thursday, March 13, 2014",UCLA 82  Oregon 63,69,0.574074074,0.0229,Pac Ten,Pac Ten,1,0
5971,5.663333333,Baylor,Oklahoma,"Thursday, March 13, 2014",Baylor 78  Oklahoma 73,63,0.539473684,0.0206,Big Twelve,Big Twelve,1,0
5970,1,Sam Houston St.,Oral Roberts,"Thursday, March 13, 2014",Sam Houston St. 70  Oral Roberts 61,58,0.559782609,0.0269,Southland,Southland,1,0
5969,1,New Mexico,Fresno St.,"Thursday, March 13, 2014",New Mexico 93  Fresno St. 77,74,0.526315789,0.0082,Mountain West,Mountain West,1,0
5967,1,Clemson,Georgia Tech,"Thursday, March 13, 2014",Clemson 69  Georgia Tech 65,66,0.411764706,0.0531,ACC,ACC,1,0
5966,1,North Carolina St.,Miami FL,"Thursday, March 13, 2014",North Carolina St. 67  Miami FL 58,56,0.510416667,0.0415,ACC,ACC,1,0
5965,1,Akron,Ohio,"Thursday, March 13, 2014",Akron 83  Ohio 77,64,0.617924528,0.037,MAC,MAC,1,0
5964,1,Northwestern St.,Nicholls St.,"Thursday, March 13, 2014",Northwestern St. 88  Nicholls St. 72,70,0.485185185,0.0076,Southland,Southland,1,0
5963,1.226318841,Colorado,California,"Thursday, March 13, 2014",Colorado 59  California 56,60,0.480582524,0.0352,Pac Ten,Pac Ten,1,0
5962,1,Middle Tennessee,Old Dominion,"Thursday, March 13, 2014",Middle Tennessee 62  Old Dominion 48,59,0.460784314,0.0106,Conference USA,Conference USA,1,0
5961,1,South Carolina,Arkansas,"Thursday, March 13, 2014",South Carolina 71  Arkansas 69,67,0.445544554,0.046,SEC,SEC,1,0
5960,1,Louisville,Rutgers,"Thursday, March 13, 2014",Louisville 92  Rutgers 31,74,0.4125,0.0012,American,American,1,0
5959,7.995069034,Kansas,Oklahoma St.,"Thursday, March 13, 2014",Kansas 77  Oklahoma St. 70,73,0.466386555,0.0398,Big Twelve,Big Twelve,1,0
5958,1,San Diego St.,Utah St.,"Thursday, March 13, 2014",San Diego St. 73  Utah St. 39,59,0.47,0.0051,Mountain West,Mountain West,1,0
5957,1,Dayton,Fordham,"Thursday, March 13, 2014",Dayton 87  Fordham 74,71,0.547008547,0.0065,A10,A10,1,0
5956,1,Seton Hall,Villanova,"Thursday, March 13, 2014",Seton Hall 64  Villanova 63,66,0.469026549,0.0524,Big East,Big East,1,0
5955,6.785450922,Arizona,Utah,"Thursday, March 13, 2014",Arizona 71  Utah 39,58,0.443877551,0.0052,Pac Ten,Pac Ten,1,0
5954,1,Pittsburgh,Wake Forest,"Thursday, March 13, 2014",Pittsburgh 84  Wake Forest 55,65,0.473913043,0.0054,ACC,ACC,1,0
5953,1,Tulsa,Tulane,"Thursday, March 13, 2014",Tulsa 70  Tulane 49,63,0.465346535,0.0079,Conference USA,Conference USA,1,0
5952,1,UTEP,East Carolina,"Wednesday, March 12, 2014",UTEP 77  East Carolina 68,64,0.557017544,0.0026,Conference USA,Conference USA,1,0
5951,1,Prairie View A&M,Southern,"Wednesday, March 12, 2014",Prairie View A&M 64  Southern 46,65,0.430693069,0.0189,SWAC,SWAC,1,0
5950,1,Morgan St.,Florida A&M,"Thursday, March 13, 2014",Morgan St. 81  Florida A&M 68,75,0.466942149,0.0171,MEAC,MEAC,1,0
5949,1,Old Dominion,Marshall,"Wednesday, March 12, 2014",Old Dominion 73  Marshall 58,64,0.505208333,0.024,Conference USA,Conference USA,1,0
5948,1,Coppin St.,Hampton,"Wednesday, March 12, 2014",Coppin St. 83  Hampton 77,79,0.46,0.0423,MEAC,MEAC,1,0
5947,1,North Carolina Central,Howard,"Wednesday, March 12, 2014",North Carolina Central 92  Howard 46,68,0.494736842,0.0011,MEAC,MEAC,1,0
5946,1,Tulane,North Texas,"Wednesday, March 12, 2014",Tulane 66  North Texas 61,62,0.521052632,0.034,Conference USA,Conference USA,1,0
5945,1,Texas Southern,Grambling St.,"Wednesday, March 12, 2014",Texas Southern 79  Grambling St. 54,71,0.414634146,0.0033,SWAC,SWAC,1,0
5944,4.589186352,Gonzaga,BYU,"Tuesday, March 11, 2014",Gonzaga 75  BYU 64,70,0.471962617,0.0097,WCC,WCC,1,0
5943,1,North Dakota St.,IPFW,"Tuesday, March 11, 2014",North Dakota St. 60  IPFW 57,59,0.461165049,0.0478,Summit League,Summit League,1,0
5942,1,Norfolk St.,Savannah St.,"Thursday, March 13, 2014",Norfolk St. 57  Savannah St. 47,56,0.447916667,0.0234,MEAC,MEAC,1,0
5941,1,Eastern Michigan,Northern Illinois,"Wednesday, March 12, 2014",Eastern Michigan 53  Northern Illinois 48,60,0.352272727,0.0461,MAC,MAC,1,0
5940,1,Ohio,Miami OH,"Wednesday, March 12, 2014",Ohio 63  Miami OH 55,61,0.417431193,0.0378,MAC,MAC,1,0
5939,1,IPFW,South Dakota St.,"Monday, March 10, 2014",IPFW 64  South Dakota St. 60,68,0.476851852,0.0439,Summit League,Summit League,1,0
5938,1,Northwestern,Iowa,"Thursday, March 13, 2014",Northwestern 67  Iowa 62,59,0.485849057,0.0394,Big Ten,Big Ten,1,0
5937,1,Minnesota,Penn St.,"Thursday, March 13, 2014",Minnesota 63  Penn St. 56,61,0.429906542,0.0224,Big Ten,Big Ten,1,0
5936,1,Ohio St.,Purdue,"Thursday, March 13, 2014",Ohio St. 63  Purdue 61,68,0.397540984,0.0328,Big Ten,Big Ten,1,0
5935,1.43327516,Illinois,Indiana,"Thursday, March 13, 2014",Illinois 64  Indiana 54,62,0.435643564,0.0418,Big Ten,Big Ten,1,0
5934,1,Wofford,Western Carolina,"Monday, March 10, 2014",Wofford 56  Western Carolina 53,55,0.418181818,0.0331,Southern,Southern,1,0
5933,1,Albany,Stony Brook,"Saturday, March 15, 2014",Albany 69  Stony Brook 60,65,0.449074074,0.0389,America East,America East,1,0
5932,1,North Dakota St.,Denver,"Monday, March 10, 2014",North Dakota St. 83  Denver 48,53,0.569148936,0.0059,Summit League,Summit League,1,0
5931,1,Manhattan,Iona,"Monday, March 10, 2014",Manhattan 71  Iona 68,64,0.523364486,0.0378,MAAC,MAAC,1,0
5930,1,Massachusetts,Rhode Island,"Thursday, March 13, 2014",Massachusetts 65  Rhode Island 61,71,0.418269231,0.0395,A10,A10,1,0
5929,1,Richmond,Duquesne,"Thursday, March 13, 2014",Richmond 76  Duquesne 64,66,0.5,0.0153,A10,A10,1,0
5928,1,St. Bonaventure,La Salle,"Thursday, March 13, 2014",St. Bonaventure 82  La Salle 72,58,0.581730769,0.0314,A10,A10,1,0
5927,4.164019449,Florida St.,Maryland,"Thursday, March 13, 2014",Florida St. 67  Maryland 65,67,0.495145631,0.0435,ACC,ACC,1,0
5926,1,Fordham,George Mason,"Wednesday, March 12, 2014",Fordham 70  George Mason 67,64,0.406976744,0.0391,A10,A10,1,0
5925,1,Georgia Tech,Boston College,"Wednesday, March 12, 2014",Georgia Tech 73  Boston College 70,69,0.458333333,0.0385,ACC,ACC,1,0
5924,1,Miami FL,Virginia Tech,"Wednesday, March 12, 2014",Miami FL 57  Virginia Tech 53,53,0.47752809,0.0403,ACC,ACC,1,0
5923,1,Wake Forest,Notre Dame,"Wednesday, March 12, 2014",Wake Forest 81  Notre Dame 69,66,0.54950495,0.0268,ACC,ACC,1,0
5922,1,Delaware,William & Mary,"Monday, March 10, 2014",Delaware 75  William & Mary 74,67,0.541322314,0.0447,CAA,CAA,1,0
5920,1,Boise St.,San Jose St.,"Wednesday, March 12, 2014",Boise St. 83  San Jose St. 52,67,0.431034483,0.0009,Mountain West,Mountain West,1,0
5919,1,UNLV,Wyoming,"Thursday, March 13, 2014",UNLV 71  Wyoming 67,65,0.513274336,0.0297,Mountain West,Mountain West,1,0
5918,1,Fresno St.,Air Force,"Wednesday, March 12, 2014",Fresno St. 61  Air Force 59,63,0.429292929,0.0367,Mountain West,Mountain West,1,0
5917,1,Utah St.,Colorado St.,"Wednesday, March 12, 2014",Utah St. 73  Colorado St. 69,65,0.471544715,0.042,Mountain West,Mountain West,1,0
5916,1,Cal St. Northridge,Hawaii,"Thursday, March 13, 2014",Cal St. Northridge 87  Hawaii 84,75,0.552173913,0.044,Big West,Big West,1,0
5915,1,UC Irvine,UC Riverside,"Thursday, March 13, 2014",UC Irvine 63  UC Riverside 43,58,0.402912621,0.005,Big West,Big West,1,0
5914,1,Portland St.,Montana,"Thursday, March 13, 2014",Portland St. 70  Montana 63,62,0.47979798,0.0349,Big Sky,Big Sky,1,0
5913,1,Northern Colorado,Northern Arizona,"Thursday, March 13, 2014",Northern Colorado 62  Northern Arizona 60,59,0.495192308,0.0188,Big Sky,Big Sky,1,0
5912,1,Long Beach St.,Cal St. Fullerton,"Thursday, March 13, 2014",Long Beach St. 66  Cal St. Fullerton 56,64,0.466346154,0.0226,Big West,Big West,1,0
5911,1,North Dakota,Sacramento St.,"Thursday, March 13, 2014",North Dakota 79  Sacramento St. 76,64,0.55,0.047,Big Sky,Big Sky,1,0
5910,1,Cal Poly,UC Santa Barbara,"Thursday, March 13, 2014",Cal Poly 69  UC Santa Barbara 38,53,0.45,0.0164,Big West,Big West,1,0
5909,1,Stanford,Washington St.,"Wednesday, March 12, 2014",Stanford 74  Washington St. 63,59,0.531914894,0.0187,Pac Ten,Pac Ten,1,0
5908,1,Oregon,Oregon St.,"Wednesday, March 12, 2014",Oregon 88  Oregon St. 74,61,0.661111111,0.0232,Pac Ten,Pac Ten,1,0
5907,1,Colorado,USC,"Wednesday, March 12, 2014",Colorado 59  USC 56,63,0.462616822,0.0302,Pac Ten,Pac Ten,1,0
5906,1,Utah,Washington,"Wednesday, March 12, 2014",Utah 67  Washington 61,64,0.446601942,0.0329,Pac Ten,Pac Ten,1,0
5905,1.6,Gonzaga,Saint Mary's,"Monday, March 10, 2014",Gonzaga 70  Saint Mary's 54,67,0.45049505,0.0099,WCC,WCC,1,0
5904,1,New Mexico St.,Seattle,"Thursday, March 13, 2014",New Mexico St. 70  Seattle 68,63,0.451327434,0.0284,WAC,WAC,1,0
5903,1,Cal St. Bakersfield,Chicago St.,"Thursday, March 13, 2014",Cal St. Bakersfield 68  Chicago St. 62,68,0.423809524,0.0401,WAC,WAC,1,0
5902,1,Idaho,UMKC,"Thursday, March 13, 2014",Idaho 73  UMKC 70,69,0.520833333,0.0414,WAC,WAC,1,0
5901,1,Utah Valley,Texas Pan American,"Thursday, March 13, 2014",Utah Valley 83  Texas Pan American 63,61,0.652631579,0.0104,WAC,WAC,1,0
5900,1,UT Arlington,Louisiana Monroe,"Thursday, March 13, 2014",UT Arlington 68  Louisiana Monroe 65,64,0.456896552,0.0477,Sun Belt,Sun Belt,1,0
5899,1,Alabama A&M,Arkansas Pine Bluff,"Thursday, March 13, 2014",Alabama A&M 69  Arkansas Pine Bluff 50,68,0.410377358,0.0143,SWAC,SWAC,1,0
5898,1,Arkansas Little Rock,Troy,"Thursday, March 13, 2014",Arkansas Little Rock 74  Troy 61,66,0.432,0.0294,Sun Belt,Sun Belt,1,0
5897,1,Alabama St.,Alcorn St.,"Thursday, March 13, 2014",Alabama St. 64  Alcorn St. 51,64,0.387387387,0.0347,SWAC,SWAC,1,0
5896,1,Oral Roberts,McNeese St.,"Wednesday, March 12, 2014",Oral Roberts 66  McNeese St. 62,63,0.41322314,0.0149,Southland,Southland,1,0
5895,1,Nicholls St.,Southeastern Louisiana,"Wednesday, March 12, 2014",Nicholls St. 71  Southeastern Louisiana 64,70,0.459090909,0.0336,Southland,Southland,1,0
5894,1,Milwaukee,Wright St.,"Tuesday, March 11, 2014",Milwaukee 69  Wright St. 63,62,0.490384615,0.0345,Horizon League,Horizon League,1,0
5893,1,Prairie View A&M,Mississippi Valley St.,"Tuesday, March 11, 2014",Prairie View A&M 79  Mississippi Valley St. 63,69,0.441964286,0.0207,SWAC,SWAC,1,0
5892,1,Grambling St.,Jackson St.,"Tuesday, March 11, 2014",Grambling St. 84  Jackson St. 75,73,0.527522936,0.0393,SWAC,SWAC,1,0
5891,1,Manhattan,Quinnipiac,"Sunday, March 9, 2014",Manhattan 87  Quinnipiac 68,72,0.521929825,0.0184,MAAC,MAAC,1,0
5890,2.687479132,Xavier,Marquette,"Thursday, March 13, 2014",Xavier 68  Marquette 65,61,0.574468085,0.0401,Big East,Big East,1,0
5889,3.621098423,Providence,St. John's,"Thursday, March 13, 2014",Providence 79  St. John's 74,72,0.450381679,0.0296,Big East,Big East,1,0
5888,1,DePaul,Georgetown,"Wednesday, March 12, 2014",DePaul 60  Georgetown 56,56,0.448979592,0.0299,Big East,Big East,1,0
5887,1,Seton Hall,Butler,"Wednesday, March 12, 2014",Seton Hall 51  Butler 50,60,0.4375,0.0431,Big East,Big East,1,0
5886,1,William & Mary,Towson,"Sunday, March 9, 2014",William & Mary 75  Towson 71,60,0.616161616,0.046,CAA,CAA,1,0
5885,1,Wofford,Georgia Southern,"Sunday, March 9, 2014",Wofford 71  Georgia Southern 57,60,0.473214286,0.0074,Southern,Southern,1,0
5884,1,Stony Brook,Hartford,"Sunday, March 9, 2014",Stony Brook 69  Hartford 64,59,0.550925926,0.026,America East,America East,1,0
5883,1,LSU,Alabama,"Thursday, March 13, 2014",LSU 68  Alabama 56,59,0.514423077,0.0232,SEC,SEC,1,0
5882,1,Missouri,Texas A&M,"Thursday, March 13, 2014",Missouri 91  Texas A&M 83,78,0.49137931,0.0361,SEC,SEC,1,0
5881,1,Mississippi St.,Vanderbilt,"Wednesday, March 12, 2014",Mississippi St. 82  Vanderbilt 68,67,0.581818182,0.0272,SEC,SEC,1,0
5880,1,South Carolina,Auburn,"Wednesday, March 12, 2014",South Carolina 74  Auburn 56,61,0.483516484,0.0204,SEC,SEC,1,0
5879,2.985871965,Texas,West Virginia,"Thursday, March 13, 2014",Texas 66  West Virginia 49,63,0.436936937,0.0067,Big Twelve,Big Twelve,1,0
5877,1,Houston,SMU,"Thursday, March 13, 2014",Houston 68  SMU 64,66,0.490654206,0.0322,American,American,1,0
5876,4.618018018,Iowa St.,Kansas St.,"Thursday, March 13, 2014",Iowa St. 91  Kansas St. 85,73,0.58677686,0.0468,Big Twelve,Big Twelve,1,0
5875,1,Baylor,TCU,"Wednesday, March 12, 2014",Baylor 76  TCU 68,62,0.554545455,0.0034,Big Twelve,Big Twelve,1,0
5874,1,Rutgers,South Florida,"Wednesday, March 12, 2014",Rutgers 72  South Florida 68,72,0.475247525,0.0348,American,American,1,0
5873,1,American,Boston University,"Wednesday, March 12, 2014",American 55  Boston University 36,56,0.436046512,0.0273,Patriot League,Patriot League,1,0
5872,1.307573245,Oklahoma St.,Texas Tech,"Wednesday, March 12, 2014",Oklahoma St. 80  Texas Tech 62,61,0.515151515,0.0085,Big Twelve,Big Twelve,1,0
5871,1,UCF,Temple,"Wednesday, March 12, 2014",UCF 94  Temple 90,84,0.503311258,0.0596,American,American,1,0
5870,1,BYU,San Francisco,"Monday, March 10, 2014",BYU 79  San Francisco 77,72,0.46875,0.0464,WCC,WCC,1,0
5869,1,Northern Illinois,Bowling Green,"Monday, March 10, 2014",Northern Illinois 54  Bowling Green 51,70,0.429245283,0.0419,MAC,MAC,1,0
5868,1,Eastern Michigan,Central Michigan,"Monday, March 10, 2014",Eastern Michigan 72  Central Michigan 60,62,0.537037037,0.0078,MAC,MAC,1,0
5867,1,Miami OH,Kent St.,"Monday, March 10, 2014",Miami OH 71  Kent St. 64,67,0.494897959,0.0312,MAC,MAC,1,0
5866,1,Ohio,Ball St.,"Monday, March 10, 2014",Ohio 76  Ball St. 64,68,0.538095238,0.002,MAC,MAC,1,0
5865,1,Wichita St.,Indiana St.,"Sunday, March 9, 2014",Wichita St. 83  Indiana St. 69,65,0.504310345,0.0058,Missouri Valley,Missouri Valley,1,0
5864,1,Iona,Canisius,"Sunday, March 9, 2014",Iona 75  Canisius 72,59,0.547413793,0.0335,MAAC,MAAC,1,0
5863,1,Delaware,Northeastern,"Sunday, March 9, 2014",Delaware 87  Northeastern 74,72,0.543103448,0.0183,CAA,CAA,1,0
5862,1,Coastal Carolina,Winthrop,"Sunday, March 9, 2014",Coastal Carolina 76  Winthrop 61,63,0.5,0.0168,Big South,Big South,1,0
5861,1,Western Carolina,Davidson,"Sunday, March 9, 2014",Western Carolina 99  Davidson 97,73,0.591304348,0.0476,Southern,Southern,1,0
5860,1,Albany,Vermont,"Sunday, March 9, 2014",Albany 67  Vermont 58,62,0.461538462,0.0226,America East,America East,1,0
5859,1,Mount St. Mary's,Robert Morris,"Tuesday, March 11, 2014",Mount St. Mary's 88  Robert Morris 71,69,0.587962963,0.0197,Northeast,Northeast,1,0
5857,1,Florida A&M,Delaware St.,"Tuesday, March 11, 2014",Florida A&M 65  Delaware St. 61,65,0.464646465,0.0459,MEAC,MEAC,1,0
5856,1,Coppin St.,Bethune Cookman,"Tuesday, March 11, 2014",Coppin St. 75  Bethune Cookman 68,65,0.528037383,0.0319,MEAC,MEAC,1,0
5855,1,Howard,North Carolina A&T,"Tuesday, March 11, 2014",Howard 53  North Carolina A&T 47,63,0.277777778,0.041,MEAC,MEAC,1,0
5854,1,Savannah St.,South Carolina St.,"Monday, March 10, 2014",Savannah St. 61  South Carolina St. 47,66,0.373737374,0.0171,MEAC,MEAC,1,0
5853,1,Norfolk St.,Maryland Eastern Shore,"Monday, March 10, 2014",Norfolk St. 78  Maryland Eastern Shore 74,64,0.607954545,0.0121,MEAC,MEAC,1,0
5852,1,Milwaukee,Green Bay,"Saturday, March 8, 2014",Milwaukee 73  Green Bay 66,72,0.440677966,0.0416,Horizon League,Horizon League,1,0
5850,1,Quinnipiac,Niagara,"Saturday, March 8, 2014",Quinnipiac 89  Niagara 80,75,0.566666667,0.0212,MAAC,MAAC,1,0
5849,1,Gonzaga,Santa Clara,"Saturday, March 8, 2014",Gonzaga 77  Santa Clara 75,66,0.559405941,0.0388,WCC,WCC,1,0
5848,1,Wofford,The Citadel,"Saturday, March 8, 2014",Wofford 68  The Citadel 51,55,0.538043478,0.0116,Southern,Southern,1,0
5847,1,Wright St.,Cleveland St.,"Saturday, March 8, 2014",Wright St. 68  Cleveland St. 63,57,0.552941176,0.0427,Horizon League,Horizon League,1,0
5846,1,Eastern Kentucky,Belmont,"Saturday, March 8, 2014",Eastern Kentucky 79  Belmont 73,64,0.584210526,0.0358,Ohio Valley,Ohio Valley,1,0
5845,1,Manhattan,Saint Peter's,"Saturday, March 8, 2014",Manhattan 72  Saint Peter's 58,67,0.483146067,0.0177,MAAC,MAAC,1,0
5844,1,Georgia Southern,Chattanooga,"Saturday, March 8, 2014",Georgia Southern 62  Chattanooga 55,61,0.463541667,0.0344,Southern,Southern,1,0
5843,1,BYU,Loyola Marymount,"Saturday, March 8, 2014",BYU 85  Loyola Marymount 74,73,0.433070866,0.0058,WCC,WCC,1,0
5842,1,Indiana St.,Southern Illinois,"Saturday, March 8, 2014",Indiana St. 62  Southern Illinois 59,59,0.448453608,0.0337,Missouri Valley,Missouri Valley,1,0
5841,1,Wichita St.,Missouri St.,"Saturday, March 8, 2014",Wichita St. 67  Missouri St. 42,57,0.484536082,0.003,Missouri Valley,Missouri Valley,1,0
5840,1,Coastal Carolina,VMI,"Saturday, March 8, 2014",Coastal Carolina 66  VMI 62,69,0.396551724,0.046,Big South,Big South,1,0
